Question,Answers,Category
What is a Flexi loan?,"A Flexi loan is a unique and innovative facility offered by Bajaj Finserv. It allows customers to manage their cash flow more effectively and reduce their interest up to 45%. With the Flexi facility, you can borrow funds from a sanctioned limit whenever you need them. You can also prepay when you have additional funds. You need to pay interest only on the amount you use and not on the entire loan limit. You can also lower your monthly instalment by opting for interest-only EMIs for the initial part of the tenor.",FAQ
What are the variants of the Flexi loan?,There are two variants of Flexi loan:,FAQ
What are the benefits of the Flexi term loan?,The Flexi term loan has the following benefits:,FAQ
What are the benefits of Flexi Hybrid loan?,Flexi Hybrid loans offer many benefits over a term loan:,FAQ
How does a Flexi loan work?,"After the disbursement of your Flexi loan, you are given a virtual account number in which you can do an RTGS/ NEFT of surplus funds as prepayment. You can withdraw the surplus back by logging into your My Account loan account and placing a request for the same.",FAQ
How will I know about my loan details and virtual account number?,You will receive a welcome kit within six working days of availing of the Flexi loan facility. This kit will have all the details. You will also receive an email on your registered email ID and an SMS on the registered mobile number informing you of the virtual account number after 48 hours of your loan disbursement.,FAQ
Will any intimation be sent to me for the due instalment amount and date?,"As a Flexi customer, you will receive the following on your registered mobile number:",FAQ
Under what circumstances can Bajaj Finance Limited revoke the facility extended to me?,"The facility can be revoked/ frozen in case of non-payment/ delayed payments of instalment/ interest, bounce in Bajaj Finance Limited EMI, a drop in your CIBIL score or change in organisation/ occupation.",FAQ
How is the interest calculated and billed to me?,Interest is calculated on the daily highest utilised amount. The interest computation cycle is from the 26th of the month to the 25th of next month if the due date is the 5th of every month. It is calculated from the 22nd of the month to the 21st of next month if the due date is the 2nd of the month and payable on the immediate next month’s due date by electronic clearing service (ECS).,FAQ
"After completing the withdrawal transaction, how much time will it take to get funds in my account?","For requests placed until 2 p.m. from Monday to Friday, the amount will be transferred the same day as per RTGS/ NEFT timelines. For requests placed after 2 p.m. and on Saturdays, the amount will be transferred on the next working day.",FAQ
How do I transact through my Flexi loan?,You can do a part-payment through My Account by following these steps:,FAQ
How and when can I foreclose my loan?,You can foreclose your loan any time after paying your first EMI. Follow these steps to foreclose your loan:,FAQ
Do I have to pay any charges when I foreclose my loan?,No foreclosure charges are applicable on EMI finance loans and loans availed of using your EMI Network Card. The following charges apply to other loans:,FAQ
How do I get my No Dues Certificate (NDC)?,"You can view and download your NDC after loan closure.
To get the certificate, follow these steps:",FAQ
Will foreclosing my loan have any impact on my CIBIL score?,"No, there will be no impact of loan foreclosure on your CIBIL score. Once the loan is foreclosed, the same will be reported to CIBIL as closed along with ‘0 outstanding’.",FAQ
When will I get my original documents back after I foreclose my loan?,"If you have any mortgage loan with us, you will receive the same at your nearest Bajaj Finserv branch within 7 working days from the date of foreclosure. For any other loan, all your documents, including security PDCs, will get purged post loan closure.",FAQ
How will I get my foreclosure letter?,Follow these steps to get your foreclosure letter:,FAQ
When do I become liable for tax deducted at source (TDS) on my fixed deposit?,"Under Section 194A of the Income Tax Act, 1961, if the interest earned in a year from investments in fixed deposits floated by NBFCs exceeds Rs. 5,000, the interest income is taxable.",FAQ
When is TDS deducted?,TDS is deducted when the interest amount is credited to the FD holder’s account.,FAQ
"If I have multiple FDs with Bajaj Finance Limited, how will TDS be calculated?","TDS deduction happens against the FD holder’s PAN. Hence, the interest income is arrived at after consolidating all fixed deposits. TDS will be calculated by Bajaj Finance and paid to the government as per the interest payment frequency of the payout scheme selected by the customer.",FAQ
What is the TDS rate?,Tax is deducted at source at rates as mentioned in section 194A of the IT Act 1961. The present rates are as follows:,FAQ
What will the TDS rate be if I do not have a PAN card?,"In the absence of PAN, the TDS rate will be slightly higher. A 20% (including surcharge and education cess) TDS will be applicable.",FAQ
